"Title","1722110000: Toilet Paper, Handkerchiefs, Cleansing or Facial Tissues/Towels's"
"CDID","K2XB"
"Source dataset ID","MM22"
"PreUnit",""
"Unit",""
"Release date","21-10-2020"
"Next release","18 November 2020"
"Important notes",
"2011","102.7"
"2012","103.7"
"2013","106.1"
"2014","106.1"
"2015","105.3"
"2016","104.3"
"2017","104.1"
"2018","107.7"
"2019","108.7"
"2009 Q1","102.4"
"2009 Q2","102.5"
"2009 Q3",""
"2009 Q4",""
"2010 Q1",""
"2010 Q2",""
"2010 Q3",""
"2010 Q4",""
"2011 Q1","101.3"
"2011 Q2","103.2"
"2011 Q3","103.4"
"2011 Q4","103.1"
"2012 Q1","104.2"
"2012 Q2","103.9"
"2012 Q3","104.2"
"2012 Q4","102.5"
"2013 Q1","104.8"
"2013 Q2","106.5"
"2013 Q3","106.5"
"2013 Q4","106.4"
"2014 Q1","106.5"
"2014 Q2","106.6"
"2014 Q3","106.1"
"2014 Q4","105.2"
"2015 Q1","105.6"
"2015 Q2","106.2"
"2015 Q3","104.7"
"2015 Q4","104.7"
"2016 Q1","103.9"
"2016 Q2","104.9"
"2016 Q3","103.3"
"2016 Q4","105.2"
"2017 Q1","103.0"
"2017 Q2","104.0"
"2017 Q3","104.5"
"2017 Q4","105.0"
"2018 Q1","106.3"
"2018 Q2","107.6"
"2018 Q3","108.4"
"2018 Q4","108.5"
"2019 Q1","109.1"
"2019 Q2","108.4"
"2019 Q3","109.0"
"2019 Q4","108.2"
"2020 Q1","106.4"
"2020 Q2","105.4"
"2020 Q3","104.5"
"1996 JAN","0.0"
"1996 FEB","0.0"
"1996 MAR","0.0"
"1996 APR","0.0"
"1996 MAY","0.0"
"1996 JUN","0.0"
"1996 JUL","0.0"
"1996 AUG","0.0"
"1996 SEP","0.0"
"1996 OCT","0.0"
"1996 NOV","0.0"
"1996 DEC","0.0"
"1997 JAN","0.0"
"1997 FEB","0.0"
"1997 MAR","0.0"
"1997 APR","0.0"
"1997 MAY","0.0"
"1997 JUN","0.0"
"1997 JUL","0.0"
"1997 AUG","0.0"
"1997 SEP","0.0"
"1997 OCT","0.0"
"1997 NOV","0.0"
"1997 DEC","0.0"
"1998 JAN","0.0"
"1998 FEB","0.0"
"1998 MAR","0.0"
"1998 APR","0.0"
"1998 MAY","0.0"
"1998 JUN","0.0"
"1998 JUL","0.0"
"1998 AUG","0.0"
"1998 SEP","0.0"
"1998 OCT","0.0"
"1998 NOV","0.0"
"1998 DEC","0.0"
"1999 JAN","0.0"
"1999 FEB","0.0"
"1999 MAR","0.0"
"1999 APR","0.0"
"1999 MAY","0.0"
"1999 JUN","0.0"
"1999 JUL","0.0"
"1999 AUG","0.0"
"1999 SEP","0.0"
"1999 OCT","0.0"
"1999 NOV","0.0"
"1999 DEC","0.0"
"2000 JAN","0.0"
"2000 FEB","0.0"
"2000 MAR","0.0"
"2000 APR","0.0"
"2000 MAY","0.0"
"2000 JUN","0.0"
"2000 JUL","0.0"
"2000 AUG","0.0"
"2000 SEP","0.0"
"2000 OCT","0.0"
"2000 NOV","0.0"
"2000 DEC","0.0"
"2001 JAN","0.0"
"2001 FEB","0.0"
"2001 MAR","0.0"
"2001 APR","0.0"
"2001 MAY","0.0"
"2001 JUN","0.0"
"2001 JUL","0.0"
"2001 AUG","0.0"
"2001 SEP","0.0"
"2001 OCT","0.0"
"2001 NOV","0.0"
"2001 DEC","0.0"
"2002 JAN","0.0"
"2002 FEB","0.0"
"2002 MAR","0.0"
"2002 APR","0.0"
"2002 MAY","0.0"
"2002 JUN","0.0"
"2002 JUL","0.0"
"2002 AUG","0.0"
"2002 SEP","0.0"
"2002 OCT","0.0"
"2002 NOV","0.0"
"2002 DEC","0.0"
"2003 JAN","0.0"
"2003 FEB","0.0"
"2003 MAR","0.0"
"2003 APR","0.0"
"2003 MAY","0.0"
"2003 JUN","0.0"
"2003 JUL","0.0"
"2003 AUG","0.0"
"2003 SEP","0.0"
"2003 OCT","0.0"
"2003 NOV","0.0"
"2003 DEC","0.0"
"2004 JAN","0.0"
"2004 FEB","0.0"
"2004 MAR","0.0"
"2004 APR","0.0"
"2004 MAY","0.0"
"2004 JUN","0.0"
"2004 JUL","0.0"
"2004 AUG","0.0"
"2004 SEP","0.0"
"2004 OCT","0.0"
"2004 NOV","0.0"
"2004 DEC","0.0"
"2005 JAN","0.0"
"2005 FEB","0.0"
"2005 MAR","0.0"
"2005 APR","0.0"
"2005 MAY","0.0"
"2005 JUN","0.0"
"2005 JUL","0.0"
"2005 AUG","0.0"
"2005 SEP","0.0"
"2005 OCT","0.0"
"2005 NOV","0.0"
"2005 DEC","0.0"
"2006 JAN","0.0"
"2006 FEB","0.0"
"2006 MAR","0.0"
"2006 APR","0.0"
"2006 MAY","0.0"
"2006 JUN","0.0"
"2006 JUL","0.0"
"2006 AUG","0.0"
"2006 SEP","0.0"
"2006 OCT","0.0"
"2006 NOV","0.0"
"2006 DEC","0.0"
"2007 JAN","0.0"
"2007 FEB","0.0"
"2007 MAR","0.0"
"2007 APR","0.0"
"2007 MAY","0.0"
"2007 JUN","0.0"
"2007 JUL","0.0"
"2007 AUG","0.0"
"2007 SEP","0.0"
"2007 OCT","0.0"
"2007 NOV","0.0"
"2007 DEC","0.0"
"2008 JAN","0.0"
"2008 FEB","0.0"
"2008 MAR","0.0"
"2008 APR","0.0"
"2008 MAY","0.0"
"2008 JUN","0.0"
"2008 JUL","0.0"
"2008 AUG","0.0"
"2008 SEP","0.0"
"2008 OCT","0.0"
"2008 NOV","0.0"
"2008 DEC","102.2"
"2009 JAN","102.4"
"2009 FEB","102.4"
"2009 MAR","102.4"
"2009 APR","102.3"
"2009 MAY","102.6"
"2009 JUN","102.7"
"2009 JUL","101.2"
"2009 AUG","100.3"
"2009 SEP",""
"2009 OCT",""
"2009 NOV",""
"2009 DEC",""
"2010 JAN",""
"2010 FEB",""
"2010 MAR",""
"2010 APR",""
"2010 MAY",""
"2010 JUN",""
"2010 JUL",""
"2010 AUG",""
"2010 SEP",""
"2010 OCT",""
"2010 NOV",""
"2010 DEC",""
"2011 JAN","101.3"
"2011 FEB","101.3"
"2011 MAR","101.3"
"2011 APR","103.5"
"2011 MAY","102.9"
"2011 JUN","103.2"
"2011 JUL","103.6"
"2011 AUG","103.6"
"2011 SEP","103.0"
"2011 OCT","103.2"
"2011 NOV","103.0"
"2011 DEC","103.0"
"2012 JAN","105.0"
"2012 FEB","104.0"
"2012 MAR","103.7"
"2012 APR","103.7"
"2012 MAY","103.4"
"2012 JUN","104.5"
"2012 JUL","104.5"
"2012 AUG","104.5"
"2012 SEP","103.5"
"2012 OCT","103.6"
"2012 NOV","102.0"
"2012 DEC","102.0"
"2013 JAN","104.1"
"2013 FEB","103.9"
"2013 MAR","106.5"
"2013 APR","106.5"
"2013 MAY","106.5"
"2013 JUN","106.5"
"2013 JUL","106.5"
"2013 AUG","106.5"
"2013 SEP","106.4"
"2013 OCT","106.5"
"2013 NOV","106.4"
"2013 DEC","106.4"
"2014 JAN","106.4"
"2014 FEB","106.6"
"2014 MAR","106.6"
"2014 APR","106.6"
"2014 MAY","106.7"
"2014 JUN","106.6"
"2014 JUL","106.6"
"2014 AUG","106.6"
"2014 SEP","105.2"
"2014 OCT","105.2"
"2014 NOV","105.2"
"2014 DEC","105.2"
"2015 JAN","106.3"
"2015 FEB","106.3"
"2015 MAR","104.1"
"2015 APR","106.2"
"2015 MAY","106.2"
"2015 JUN","106.2"
"2015 JUL","106.2"
"2015 AUG","104.0"
"2015 SEP","103.9"
"2015 OCT","104.0"
"2015 NOV","104.0"
"2015 DEC","106.1"
"2016 JAN","103.9"
"2016 FEB","103.9"
"2016 MAR","103.9"
"2016 APR","103.3"
"2016 MAY","105.7"
"2016 JUN","105.7"
"2016 JUL","103.6"
"2016 AUG","103.1"
"2016 SEP","103.1"
"2016 OCT","105.5"
"2016 NOV","105.3"
"2016 DEC","104.7"
"2017 JAN","102.2"
"2017 FEB","103.4"
"2017 MAR","103.4"
"2017 APR","103.9"
"2017 MAY","104.0"
"2017 JUN","104.0"
"2017 JUL","104.4"
"2017 AUG","104.6"
"2017 SEP","104.6"
"2017 OCT","104.9"
"2017 NOV","104.9"
"2017 DEC","105.1"
"2018 JAN","106.2"
"2018 FEB","106.4"
"2018 MAR","106.4"
"2018 APR","106.3"
"2018 MAY","107.8"
"2018 JUN","108.8"
"2018 JUL","108.8"
"2018 AUG","108.9"
"2018 SEP","107.4"
"2018 OCT","107.5"
"2018 NOV","109.0"
"2018 DEC","109.0"
"2019 JAN","108.5"
"2019 FEB","109.5"
"2019 MAR","109.3"
"2019 APR","109.3"
"2019 MAY","108.7"
"2019 JUN","107.2"
"2019 JUL","108.7"
"2019 AUG","108.8"
"2019 SEP","109.4"
"2019 OCT","108.7"
"2019 NOV","108.0"
"2019 DEC","107.8"
"2020 JAN","107.2"
"2020 FEB","106.0"
"2020 MAR","106.0"
"2020 APR","106.0"
"2020 MAY","106.0"
"2020 JUN","104.3"
"2020 JUL","104.5"
"2020 AUG","104.5"
"2020 SEP","104.5"
